year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,deforestation_hectares
2003,ARGENTINA,AR,GENERAL BELGRANO,AR-46063,LA RIOJA,AR-46,367.1450417
2003,ARGENTINA,AR,GENERAL DONOVAN,AR-22056,CHACO,AR-22,5285.703768
2003,ARGENTINA,AR,GENERAL GUEMES,AR-22063,CHACO,AR-22,6212.497666
2003,ARGENTINA,AR,GENERAL GUEMES,AR-66049,SALTA,AR-66,559.1097352
2003,ARGENTINA,AR,GENERAL JOSE DE SAN MARTIN,AR-66056,SALTA,AR-66,12137.68188
2003,ARGENTINA,AR,GENERAL JUAN F. QUIROGA,AR-46070,LA RIOJA,AR-46,487.0344286
2003,ARGENTINA,AR,GENERAL OBLIGADO,AR-82049,SANTA FE,AR-82,18266.33025
2003,ARGENTINA,AR,GENERAL OCAMPO,AR-46084,LA RIOJA,AR-46,576.026934
2003,ARGENTINA,AR,GENERAL SAN MARTIN,AR-46091,LA RIOJA,AR-46,784.5952844
2003,ARGENTINA,AR,GENERAL TABOADA,AR-86077,SANTIAGO DEL ESTERO,AR-86,20789.78945
2003,ARGENTINA,AR,GRANEROS,AR-90035,TUCUMAN,AR-90,3183.08043
2003,ARGENTINA,AR,GUASAYAN,AR-86084,SANTIAGO DEL ESTERO,AR-86,4482.714338
2003,ARGENTINA,AR,INDEPENDENCIA,AR-22070,CHACO,AR-22,3802.067893
2003,ARGENTINA,AR,ISCHILIN,AR-14049,CORDOBA,AR-14,9724.821613
2003,ARGENTINA,AR,JIMENEZ,AR-86091,SANTIAGO DEL ESTERO,AR-86,8740.891058
2003,ARGENTINA,AR,JUAN B. ALBERDI,AR-90042,TUCUMAN,AR-90,97.95873719
2003,ARGENTINA,AR,JUAN F. IBARRA,AR-86098,SANTIAGO DEL ESTERO,AR-86,19004.32512
2003,ARGENTINA,AR,JUNIN,AR-74049,SAN LUIS,AR-74,3683.285555
2003,ARGENTINA,AR,LA CANDELARIA,AR-66084,SALTA,AR-66,288.8908457
2003,ARGENTINA,AR,LA COCHA,AR-90049,TUCUMAN,AR-90,1103.495994
2003,ARGENTINA,AR,LAISHI,AR-34021,FORMOSA,AR-34,9539.105115
2003,ARGENTINA,AR,LA PAZ,AR-10070,CATAMARCA,AR-10,8007.630421
2003,ARGENTINA,AR,LA VINA,AR-66098,SALTA,AR-66,31.72849423
2003,ARGENTINA,AR,LEALES,AR-90056,TUCUMAN,AR-90,2127.373274
2003,ARGENTINA,AR,LIBERTAD,AR-22077,CHACO,AR-22,3653.488187
2003,ARGENTINA,AR,LIBERTADOR GENERAL SAN MARTIN,AR-22084,CHACO,AR-22,27047.97288
2003,ARGENTINA,AR,LIBERTADOR GENERAL SAN MARTIN,AR-74063,SAN LUIS,AR-74,442.339627
2003,ARGENTINA,AR,LORETO,AR-86105,SANTIAGO DEL ESTERO,AR-86,768.9087338
2003,ARGENTINA,AR,MAIPU,AR-22091,CHACO,AR-22,5306.170265
2003,ARGENTINA,AR,MATACOS,AR-34028,FORMOSA,AR-34,59.10533743
2003,ARGENTINA,AR,MAYOR LUIS J. FONTANA,AR-22098,CHACO,AR-22,8025.909586
2003,ARGENTINA,AR,METAN,AR-66112,SALTA,AR-66,1706.408167
2003,ARGENTINA,AR,MINAS,AR-14070,CORDOBA,AR-14,852.7724266
2003,ARGENTINA,AR,MITRE,AR-86112,SANTIAGO DEL ESTERO,AR-86,5014.449988
2003,ARGENTINA,AR,MORENO,AR-86119,SANTIAGO DEL ESTERO,AR-86,61824.83313
2003,ARGENTINA,AR,O'HIGGINS,AR-22112,CHACO,AR-22,3476.008429
2003,ARGENTINA,AR,OJO DE AGUA,AR-86126,SANTIAGO DEL ESTERO,AR-86,10957.44938
2003,ARGENTINA,AR,ORAN,AR-66126,SALTA,AR-66,9089.699744
2003,ARGENTINA,AR,PALPALA,AR-38042,JUJUY,AR-38,23.26618524
2003,ARGENTINA,AR,PATINO,AR-34035,FORMOSA,AR-34,16338.59044
2003,ARGENTINA,AR,PELLEGRINI,AR-86133,SANTIAGO DEL ESTERO,AR-86,6197.691695
2003,ARGENTINA,AR,PILAGAS,AR-34042,FORMOSA,AR-34,3618.136438
2003,ARGENTINA,AR,PILCOMAYO,AR-34049,FORMOSA,AR-34,3032.403215
2003,ARGENTINA,AR,PIRANE,AR-34056,FORMOSA,AR-34,19930.47557
2003,ARGENTINA,AR,POCHO,AR-14077,CORDOBA,AR-14,417.5247056
2003,ARGENTINA,AR,PRESIDENCIA DE LA PLAZA,AR-22119,CHACO,AR-22,20005.47343
2003,ARGENTINA,AR,PUNILLA,AR-14091,CORDOBA,AR-14,761.0682879
2003,ARGENTINA,AR,QUEBRACHOS,AR-86140,SANTIAGO DEL ESTERO,AR-86,7064.369959
2003,ARGENTINA,AR,QUITILIPI,AR-22133,CHACO,AR-22,4504.286015
2003,ARGENTINA,AR,RAMON LISTA,AR-34063,FORMOSA,AR-34,924.8631272
2003,ARGENTINA,AR,RIO HONDO,AR-86147,SANTIAGO DEL ESTERO,AR-86,2335.499096
2003,ARGENTINA,AR,RIO SECO,AR-14112,CORDOBA,AR-14,12023.89126
2003,ARGENTINA,AR,RIVADAVIA,AR-66133,SALTA,AR-66,1211.345038
2003,ARGENTINA,AR,RIVADAVIA,AR-86154,SANTIAGO DEL ESTERO,AR-86,1464.274378
2003,ARGENTINA,AR,ROBLES,AR-86161,SANTIAGO DEL ESTERO,AR-86,1665.551918
2003,ARGENTINA,AR,ROSARIO DE LA FRONTERA,AR-66140,SALTA,AR-66,2393.148663
2003,ARGENTINA,AR,ROSARIO VERA PENALOZA,AR-46112,LA RIOJA,AR-46,869.7176307
2003,ARGENTINA,AR,SALAVINA,AR-86168,SANTIAGO DEL ESTERO,AR-86,5141.556951
2003,ARGENTINA,AR,SAN ALBERTO,AR-14126,CORDOBA,AR-14,1096.209401
2003,ARGENTINA,AR,SAN COSME,AR-18133,CORRIENTES,AR-18,1174.748988
2003,ARGENTINA,AR,SAN FERNANDO,AR-22140,CHACO,AR-22,16292.15116
2003,ARGENTINA,AR,SAN JAVIER,AR-14133,CORDOBA,AR-14,1056.978533
2003,ARGENTINA,AR,SAN JUSTO,AR-82112,SANTA FE,AR-82,1205.527531
2003,ARGENTINA,AR,SAN LORENZO,AR-22147,CHACO,AR-22,8183.924315
2003,ARGENTINA,AR,SAN MARTIN,AR-86175,SANTIAGO DEL ESTERO,AR-86,1123.664713
2003,ARGENTINA,AR,SAN PEDRO,AR-38063,JUJUY,AR-38,435.9421244
2003,ARGENTINA,AR,SANTA ROSA,AR-10098,CATAMARCA,AR-10,4959.076949
2003,ARGENTINA,AR,SARGENTO CABRAL,AR-22154,CHACO,AR-22,7559.293983
2003,ARGENTINA,AR,SARMIENTO,AR-86182,SANTIAGO DEL ESTERO,AR-86,1187.261817
2003,ARGENTINA,AR,SILIPICA,AR-86189,SANTIAGO DEL ESTERO,AR-86,1695.263089
2003,ARGENTINA,AR,SIMOCA,AR-90091,TUCUMAN,AR-90,855.8581785
2003,ARGENTINA,AR,SOBREMONTE,AR-14154,CORDOBA,AR-14,6881.391801
2003,ARGENTINA,AR,TAPENAGA,AR-22161,CHACO,AR-22,40798.51213
2003,ARGENTINA,AR,TRANCAS,AR-90112,TUCUMAN,AR-90,181.3084067
2003,ARGENTINA,AR,TULUMBA,AR-14175,CORDOBA,AR-14,13002.33717
2003,ARGENTINA,AR,VALLE VIEJO,AR-10112,CATAMARCA,AR-10,188.6581727
2003,ARGENTINA,AR,VERA,AR-82133,SANTA FE,AR-82,34874.42628
2004,ARGENTINA,AR,12 DE OCTUBRE,AR-22036,CHACO,AR-22,6140.079347
2004,ARGENTINA,AR,1º DE MAYO,AR-22126,CHACO,AR-22,80.53614328
2004,ARGENTINA,AR,25 DE MAYO,AR-22168,CHACO,AR-22,677.3290934
2004,ARGENTINA,AR,2 DE ABRIL,AR-22039,CHACO,AR-22,742.6859756
2004,ARGENTINA,AR,9 DE JULIO,AR-22105,CHACO,AR-22,3280.034152
2004,ARGENTINA,AR,9 DE JULIO,AR-82077,SANTA FE,AR-82,6519.81153
2004,ARGENTINA,AR,AGUIRRE,AR-86007,SANTIAGO DEL ESTERO,AR-86,10270.59744
2004,ARGENTINA,AR,ALBERDI,AR-86014,SANTIAGO DEL ESTERO,AR-86,24443.91426
2004,ARGENTINA,AR,ALMIRANTE BROWN,AR-22007,CHACO,AR-22,14611.58602
2004,ARGENTINA,AR,AMBATO,AR-10007,CATAMARCA,AR-10,16.76950602
2004,ARGENTINA,AR,ANCASTI,AR-10014,CATAMARCA,AR-10,111.0757189
2004,ARGENTINA,AR,ANTA,AR-66007,SALTA,AR-66,52916.68763
2004,ARGENTINA,AR,ATAMISQUI,AR-86021,SANTIAGO DEL ESTERO,AR-86,2104.852702
2004,ARGENTINA,AR,AVELLANEDA,AR-86028,SANTIAGO DEL ESTERO,AR-86,2443.33133
2004,ARGENTINA,AR,AYACUCHO,AR-74007,SAN LUIS,AR-74,5185.217539
2004,ARGENTINA,AR,BANDA,AR-86035,SANTIAGO DEL ESTERO,AR-86,2102.558934
2004,ARGENTINA,AR,BELGRANO,AR-74014,SAN LUIS,AR-74,14258.98405
2004,ARGENTINA,AR,BELGRANO,AR-86042,SANTIAGO DEL ESTERO,AR-86,6302.793338
2004,ARGENTINA,AR,BERMEJO,AR-22014,CHACO,AR-22,219.8616505
2004,ARGENTINA,AR,BERMEJO,AR-34007,FORMOSA,AR-34,1309.818353
2004,ARGENTINA,AR,CALAMUCHITA,AR-14007,CORDOBA,AR-14,129.9646778
2004,ARGENTINA,AR,CAPAYAN,AR-10042,CATAMARCA,AR-10,1071.259621
2004,ARGENTINA,AR,CAPITAL,AR-10049,CATAMARCA,AR-10,91.303217
2004,ARGENTINA,AR,CAPITAL,AR-18021,CORRIENTES,AR-18,206.0086808
2004,ARGENTINA,AR,CAPITAL,AR-46014,LA RIOJA,AR-46,5808.09329
2004,ARGENTINA,AR,CAPITAL,AR-86049,SANTIAGO DEL ESTERO,AR-86,2631.900809
2004,ARGENTINA,AR,CERRILLOS,AR-66035,SALTA,AR-66,79.52275499
2004,ARGENTINA,AR,CHACABUCO,AR-22028,CHACO,AR-22,3254.230421
2004,ARGENTINA,AR,CHACABUCO,AR-74028,SAN LUIS,AR-74,808.9329604
2004,ARGENTINA,AR,CHAMICAL,AR-46035,LA RIOJA,AR-46,660.3841176
2004,ARGENTINA,AR,CHOYA,AR-86063,SANTIAGO DEL ESTERO,AR-86,7428.624738
2004,ARGENTINA,AR,COMANDANTE FERNANDEZ,AR-22021,CHACO,AR-22,1032.140649
2004,ARGENTINA,AR,COPO,AR-86056,SANTIAGO DEL ESTERO,AR-86,6592.185202
2004,ARGENTINA,AR,CRUZ ALTA,AR-90014,TUCUMAN,AR-90,382.7086335
2004,ARGENTINA,AR,CRUZ DEL EJE,AR-14028,CORDOBA,AR-14,4234.088475
2004,ARGENTINA,AR,EL ALTO,AR-10056,CATAMARCA,AR-10,413.8506996
2004,ARGENTINA,AR,FIGUEROA,AR-86070,SANTIAGO DEL ESTERO,AR-86,3785.089079
2004,ARGENTINA,AR,FORMOSA,AR-34014,FORMOSA,AR-34,1373.491012
2004,ARGENTINA,AR,FRAY JUSTO SANTA MARIA DE ORO,AR-22043,CHACO,AR-22,1058.116914
2004,ARGENTINA,AR,FRAY MAMERTO ESQUIU,AR-10063,CATAMARCA,AR-10,15.79449781
2004,ARGENTINA,AR,GENERAL ANGEL V. PENALOZA,AR-46056,LA RIOJA,AR-46,2174.363829
2004,ARGENTINA,AR,GENERAL BELGRANO,AR-22049,CHACO,AR-22,2031.640882
2004,ARGENTINA,AR,GENERAL BELGRANO,AR-46063,LA RIOJA,AR-46,1967.366538
2004,ARGENTINA,AR,GENERAL DONOVAN,AR-22056,CHACO,AR-22,252.5720381
2004,ARGENTINA,AR,GENERAL GUEMES,AR-22063,CHACO,AR-22,6288.68711
2004,ARGENTINA,AR,GENERAL GUEMES,AR-66049,SALTA,AR-66,382.8166944
2004,ARGENTINA,AR,GENERAL JOSE DE SAN MARTIN,AR-66056,SALTA,AR-66,16225.91669
2004,ARGENTINA,AR,GENERAL JUAN F. QUIROGA,AR-46070,LA RIOJA,AR-46,106.2330751
2004,ARGENTINA,AR,GENERAL OBLIGADO,AR-82049,SANTA FE,AR-82,5704.427909
2004,ARGENTINA,AR,GENERAL OCAMPO,AR-46084,LA RIOJA,AR-46,1342.811981
2004,ARGENTINA,AR,GENERAL SAN MARTIN,AR-46091,LA RIOJA,AR-46,826.548016
2004,ARGENTINA,AR,GENERAL TABOADA,AR-86077,SANTIAGO DEL ESTERO,AR-86,25000.1374
2004,ARGENTINA,AR,GRANEROS,AR-90035,TUCUMAN,AR-90,1330.976083
2004,ARGENTINA,AR,GUASAYAN,AR-86084,SANTIAGO DEL ESTERO,AR-86,2417.021515
2004,ARGENTINA,AR,INDEPENDENCIA,AR-22070,CHACO,AR-22,5220.485139
2004,ARGENTINA,AR,ISCHILIN,AR-14049,CORDOBA,AR-14,6703.620317
2004,ARGENTINA,AR,JIMENEZ,AR-86091,SANTIAGO DEL ESTERO,AR-86,5679.048641
2004,ARGENTINA,AR,JUAN B. ALBERDI,AR-90042,TUCUMAN,AR-90,67.29519924
2004,ARGENTINA,AR,JUAN F. IBARRA,AR-86098,SANTIAGO DEL ESTERO,AR-86,22736.49182
2004,ARGENTINA,AR,JUNIN,AR-74049,SAN LUIS,AR-74,1861.991519
2004,ARGENTINA,AR,LA CANDELARIA,AR-66084,SALTA,AR-66,32.43207856
2004,ARGENTINA,AR,LA COCHA,AR-90049,TUCUMAN,AR-90,371.7358802
2004,ARGENTINA,AR,LAISHI,AR-34021,FORMOSA,AR-34,275.3690813
2004,ARGENTINA,AR,LA PAZ,AR-10070,CATAMARCA,AR-10,10688.12241
2004,ARGENTINA,AR,LA VINA,AR-66098,SALTA,AR-66,52.71937192
2004,ARGENTINA,AR,LEALES,AR-90056,TUCUMAN,AR-90,2362.094275
2004,ARGENTINA,AR,LIBERTAD,AR-22077,CHACO,AR-22,177.9093034
2004,ARGENTINA,AR,LIBERTADOR GENERAL SAN MARTIN,AR-22084,CHACO,AR-22,1162.68011
2004,ARGENTINA,AR,LIBERTADOR GENERAL SAN MARTIN,AR-74063,SAN LUIS,AR-74,732.1961699
2004,ARGENTINA,AR,LORETO,AR-86105,SANTIAGO DEL ESTERO,AR-86,4538.65
2004,ARGENTINA,AR,MAIPU,AR-22091,CHACO,AR-22,3233.998834
2004,ARGENTINA,AR,MATACOS,AR-34028,FORMOSA,AR-34,93.68313027
2004,ARGENTINA,AR,MAYOR LUIS J. FONTANA,AR-22098,CHACO,AR-22,1096.962788
2004,ARGENTINA,AR,METAN,AR-66112,SALTA,AR-66,2317.723743
2004,ARGENTINA,AR,MINAS,AR-14070,CORDOBA,AR-14,1280.326232
2004,ARGENTINA,AR,MITRE,AR-86112,SANTIAGO DEL ESTERO,AR-86,8318.488914
2004,ARGENTINA,AR,MORENO,AR-86119,SANTIAGO DEL ESTERO,AR-86,74292.78897
2004,ARGENTINA,AR,O'HIGGINS,AR-22112,CHACO,AR-22,1228.220745
2004,ARGENTINA,AR,OJO DE AGUA,AR-86126,SANTIAGO DEL ESTERO,AR-86,7788.209011
2004,ARGENTINA,AR,ORAN,AR-66126,SALTA,AR-66,6891.629687
2004,ARGENTINA,AR,PALPALA,AR-38042,JUJUY,AR-38,24.90043407
2004,ARGENTINA,AR,PATINO,AR-34035,FORMOSA,AR-34,6014.536241
2004,ARGENTINA,AR,PELLEGRINI,AR-86133,SANTIAGO DEL ESTERO,AR-86,7400.430727
2004,ARGENTINA,AR,PILAGAS,AR-34042,FORMOSA,AR-34,311.5147856
2004,ARGENTINA,AR,PILCOMAYO,AR-34049,FORMOSA,AR-34,420.0955931
2004,ARGENTINA,AR,PIRANE,AR-34056,FORMOSA,AR-34,2407.324893
2004,ARGENTINA,AR,POCHO,AR-14077,CORDOBA,AR-14,741.6077908
2004,ARGENTINA,AR,PRESIDENCIA DE LA PLAZA,AR-22119,CHACO,AR-22,660.9931506
2004,ARGENTINA,AR,PUNILLA,AR-14091,CORDOBA,AR-14,217.4433415
2004,ARGENTINA,AR,QUEBRACHOS,AR-86140,SANTIAGO DEL ESTERO,AR-86,7397.261569
2004,ARGENTINA,AR,QUITILIPI,AR-22133,CHACO,AR-22,187.0925352
2004,ARGENTINA,AR,RAMON LISTA,AR-34063,FORMOSA,AR-34,1447.137212
2004,ARGENTINA,AR,RIO HONDO,AR-86147,SANTIAGO DEL ESTERO,AR-86,1236.1237
2004,ARGENTINA,AR,RIO SECO,AR-14112,CORDOBA,AR-14,10714.0236
2004,ARGENTINA,AR,RIVADAVIA,AR-66133,SALTA,AR-66,10898.3822
2004,ARGENTINA,AR,RIVADAVIA,AR-86154,SANTIAGO DEL ESTERO,AR-86,1431.3052
2004,ARGENTINA,AR,ROBLES,AR-86161,SANTIAGO DEL ESTERO,AR-86,1092.502165
2004,ARGENTINA,AR,ROSARIO DE LA FRONTERA,AR-66140,SALTA,AR-66,5483.406367
2004,ARGENTINA,AR,ROSARIO VERA PENALOZA,AR-46112,LA RIOJA,AR-46,435.5925122
2004,ARGENTINA,AR,SALAVINA,AR-86168,SANTIAGO DEL ESTERO,AR-86,3640.315207
2004,ARGENTINA,AR,SAN ALBERTO,AR-14126,CORDOBA,AR-14,588.8884962
2004,ARGENTINA,AR,SAN COSME,AR-18133,CORRIENTES,AR-18,30.42128698
2004,ARGENTINA,AR,SAN FERNANDO,AR-22140,CHACO,AR-22,1527.34673
2004,ARGENTINA,AR,SAN JAVIER,AR-14133,CORDOBA,AR-14,364.7887525
2004,ARGENTINA,AR,SAN JUSTO,AR-82112,SANTA FE,AR-82,684.1467959
2004,ARGENTINA,AR,SAN LORENZO,AR-22147,CHACO,AR-22,269.6235528
2004,ARGENTINA,AR,SAN MARTIN,AR-86175,SANTIAGO DEL ESTERO,AR-86,2017.872463
2004,ARGENTINA,AR,SAN PEDRO,AR-38063,JUJUY,AR-38,559.9030594
2004,ARGENTINA,AR,SANTA ROSA,AR-10098,CATAMARCA,AR-10,3112.636092
2004,ARGENTINA,AR,SARGENTO CABRAL,AR-22154,CHACO,AR-22,355.8228517
2004,ARGENTINA,AR,SARMIENTO,AR-86182,SANTIAGO DEL ESTERO,AR-86,1868.676837
2004,ARGENTINA,AR,SILIPICA,AR-86189,SANTIAGO DEL ESTERO,AR-86,3876.662914
2004,ARGENTINA,AR,SIMOCA,AR-90091,TUCUMAN,AR-90,278.6735427
2004,ARGENTINA,AR,SOBREMONTE,AR-14154,CORDOBA,AR-14,2348.971033
2004,ARGENTINA,AR,TAPENAGA,AR-22161,CHACO,AR-22,1498.497994
2004,ARGENTINA,AR,TRANCAS,AR-90112,TUCUMAN,AR-90,234.9319514
2004,ARGENTINA,AR,TULUMBA,AR-14175,CORDOBA,AR-14,7070.04731
2004,ARGENTINA,AR,VALLE VIEJO,AR-10112,CATAMARCA,AR-10,52.67498503
2004,ARGENTINA,AR,VERA,AR-82133,SANTA FE,AR-82,15482.4821
2005,ARGENTINA,AR,12 DE OCTUBRE,AR-22036,CHACO,AR-22,4084.684921
2005,ARGENTINA,AR,1º DE MAYO,AR-22126,CHACO,AR-22,80.32926466
2005,ARGENTINA,AR,25 DE MAYO,AR-22168,CHACO,AR-22,667.1965013
2005,ARGENTINA,AR,2 DE ABRIL,AR-22039,CHACO,AR-22,911.2994691
2005,ARGENTINA,AR,9 DE JULIO,AR-22105,CHACO,AR-22,4204.896465
2005,ARGENTINA,AR,9 DE JULIO,AR-82077,SANTA FE,AR-82,13429.78085
2005,ARGENTINA,AR,AGUIRRE,AR-86007,SANTIAGO DEL ESTERO,AR-86,7037.162211
2005,ARGENTINA,AR,ALBERDI,AR-86014,SANTIAGO DEL ESTERO,AR-86,10311.06989
2005,ARGENTINA,AR,ALMIRANTE BROWN,AR-22007,CHACO,AR-22,15248.93417
2005,ARGENTINA,AR,AMBATO,AR-10007,CATAMARCA,AR-10,33.83195423
2005,ARGENTINA,AR,ANCASTI,AR-10014,CATAMARCA,AR-10,21.05373569
2005,ARGENTINA,AR,ANTA,AR-66007,SALTA,AR-66,61293.1647
2005,ARGENTINA,AR,ATAMISQUI,AR-86021,SANTIAGO DEL ESTERO,AR-86,394.8662584
2005,ARGENTINA,AR,AVELLANEDA,AR-86028,SANTIAGO DEL ESTERO,AR-86,885.4955342
2005,ARGENTINA,AR,AYACUCHO,AR-74007,SAN LUIS,AR-74,459.3189261
2005,ARGENTINA,AR,BANDA,AR-86035,SANTIAGO DEL ESTERO,AR-86,2185.48554
2005,ARGENTINA,AR,BELGRANO,AR-74014,SAN LUIS,AR-74,717.5788004
2005,ARGENTINA,AR,BELGRANO,AR-86042,SANTIAGO DEL ESTERO,AR-86,7407.884098
2005,ARGENTINA,AR,BERMEJO,AR-22014,CHACO,AR-22,167.6364838
2005,ARGENTINA,AR,BERMEJO,AR-34007,FORMOSA,AR-34,1371.75588
2005,ARGENTINA,AR,CALAMUCHITA,AR-14007,CORDOBA,AR-14,225.9373322
2005,ARGENTINA,AR,CAPAYAN,AR-10042,CATAMARCA,AR-10,1101.916505
2005,ARGENTINA,AR,CAPITAL,AR-10049,CATAMARCA,AR-10,45.57331967
2005,ARGENTINA,AR,CAPITAL,AR-18021,CORRIENTES,AR-18,235.1902156
2005,ARGENTINA,AR,CAPITAL,AR-46014,LA RIOJA,AR-46,3180.296717
2005,ARGENTINA,AR,CAPITAL,AR-86049,SANTIAGO DEL ESTERO,AR-86,2104.00652
2005,ARGENTINA,AR,CERRILLOS,AR-66035,SALTA,AR-66,26.9672424
2005,ARGENTINA,AR,CHACABUCO,AR-22028,CHACO,AR-22,2993.059015
2005,ARGENTINA,AR,CHACABUCO,AR-74028,SAN LUIS,AR-74,804.7743893
2005,ARGENTINA,AR,CHAMICAL,AR-46035,LA RIOJA,AR-46,783.408344
2005,ARGENTINA,AR,CHOYA,AR-86063,SANTIAGO DEL ESTERO,AR-86,3165.443295
2005,ARGENTINA,AR,COMANDANTE FERNANDEZ,AR-22021,CHACO,AR-22,1153.854357
2005,ARGENTINA,AR,COPO,AR-86056,SANTIAGO DEL ESTERO,AR-86,2919.892066
2005,ARGENTINA,AR,CRUZ ALTA,AR-90014,TUCUMAN,AR-90,519.2652427
2005,ARGENTINA,AR,CRUZ DEL EJE,AR-14028,CORDOBA,AR-14,6881.432083
2005,ARGENTINA,AR,EL ALTO,AR-10056,CATAMARCA,AR-10,461.8031679
2005,ARGENTINA,AR,FIGUEROA,AR-86070,SANTIAGO DEL ESTERO,AR-86,1536.973413
2005,ARGENTINA,AR,FORMOSA,AR-34014,FORMOSA,AR-34,649.2326402
2005,ARGENTINA,AR,FRAY JUSTO SANTA MARIA DE ORO,AR-22043,CHACO,AR-22,1807.953482
2005,ARGENTINA,AR,FRAY MAMERTO ESQUIU,AR-10063,CATAMARCA,AR-10,2.130833514
2005,ARGENTINA,AR,GENERAL ANGEL V. PENALOZA,AR-46056,LA RIOJA,AR-46,256.290614
2005,ARGENTINA,AR,GENERAL BELGRANO,AR-22049,CHACO,AR-22,2205.960156
2005,ARGENTINA,AR,GENERAL BELGRANO,AR-46063,LA RIOJA,AR-46,137.5046295
2005,ARGENTINA,AR,GENERAL DONOVAN,AR-22056,CHACO,AR-22,460.9118545
2005,ARGENTINA,AR,GENERAL GUEMES,AR-22063,CHACO,AR-22,5960.855089
2005,ARGENTINA,AR,GENERAL GUEMES,AR-66049,SALTA,AR-66,970.7786687
2005,ARGENTINA,AR,GENERAL JOSE DE SAN MARTIN,AR-66056,SALTA,AR-66,21551.345
2005,ARGENTINA,AR,GENERAL JUAN F. QUIROGA,AR-46070,LA RIOJA,AR-46,70.66084164
2005,ARGENTINA,AR,GENERAL OBLIGADO,AR-82049,SANTA FE,AR-82,2601.511493
2005,ARGENTINA,AR,GENERAL OCAMPO,AR-46084,LA RIOJA,AR-46,83.4910932
2005,ARGENTINA,AR,GENERAL SAN MARTIN,AR-46091,LA RIOJA,AR-46,156.7895828
2005,ARGENTINA,AR,GENERAL TABOADA,AR-86077,SANTIAGO DEL ESTERO,AR-86,13725.35532
2005,ARGENTINA,AR,GRANEROS,AR-90035,TUCUMAN,AR-90,813.1627751
2005,ARGENTINA,AR,GUASAYAN,AR-86084,SANTIAGO DEL ESTERO,AR-86,1296.192236
2005,ARGENTINA,AR,INDEPENDENCIA,AR-22070,CHACO,AR-22,3460.129046
2005,ARGENTINA,AR,ISCHILIN,AR-14049,CORDOBA,AR-14,15537.82913
2005,ARGENTINA,AR,JIMENEZ,AR-86091,SANTIAGO DEL ESTERO,AR-86,3910.148998
2005,ARGENTINA,AR,JUAN B. ALBERDI,AR-90042,TUCUMAN,AR-90,56.88425577
2005,ARGENTINA,AR,JUAN F. IBARRA,AR-86098,SANTIAGO DEL ESTERO,AR-86,17341.62563
2005,ARGENTINA,AR,JUNIN,AR-74049,SAN LUIS,AR-74,1949.624478
2005,ARGENTINA,AR,LA CANDELARIA,AR-66084,SALTA,AR-66,217.5880005
2005,ARGENTINA,AR,LA COCHA,AR-90049,TUCUMAN,AR-90,523.6373147
2005,ARGENTINA,AR,LAISHI,AR-34021,FORMOSA,AR-34,163.3023983
2005,ARGENTINA,AR,LA PAZ,AR-10070,CATAMARCA,AR-10,5490.445344
2005,ARGENTINA,AR,LA VINA,AR-66098,SALTA,AR-66,45.57156377
2005,ARGENTINA,AR,LEALES,AR-90056,TUCUMAN,AR-90,1989.820962
2005,ARGENTINA,AR,LIBERTAD,AR-22077,CHACO,AR-22,141.6884308
2005,ARGENTINA,AR,LIBERTADOR GENERAL SAN MARTIN,AR-22084,CHACO,AR-22,1369.752776
2005,ARGENTINA,AR,LIBERTADOR GENERAL SAN MARTIN,AR-74063,SAN LUIS,AR-74,211.8454277
2005,ARGENTINA,AR,LORETO,AR-86105,SANTIAGO DEL ESTERO,AR-86,452.6313112
2005,ARGENTINA,AR,MAIPU,AR-22091,CHACO,AR-22,4656.063627
2005,ARGENTINA,AR,MATACOS,AR-34028,FORMOSA,AR-34,323.054662
2005,ARGENTINA,AR,MAYOR LUIS J. FONTANA,AR-22098,CHACO,AR-22,908.6232711
2005,ARGENTINA,AR,METAN,AR-66112,SALTA,AR-66,5632.803345
2005,ARGENTINA,AR,MINAS,AR-14070,CORDOBA,AR-14,98.27544922
2005,ARGENTINA,AR,MITRE,AR-86112,SANTIAGO DEL ESTERO,AR-86,4393.80925
2005,ARGENTINA,AR,MORENO,AR-86119,SANTIAGO DEL ESTERO,AR-86,36203.38716
2005,ARGENTINA,AR,O'HIGGINS,AR-22112,CHACO,AR-22,1132.020066
2005,ARGENTINA,AR,OJO DE AGUA,AR-86126,SANTIAGO DEL ESTERO,AR-86,6109.795937
2005,ARGENTINA,AR,ORAN,AR-66126,SALTA,AR-66,5005.465258
2005,ARGENTINA,AR,PALPALA,AR-38042,JUJUY,AR-38,13.95426591
2005,ARGENTINA,AR,PATINO,AR-34035,FORMOSA,AR-34,10154.53396
2005,ARGENTINA,AR,PELLEGRINI,AR-86133,SANTIAGO DEL ESTERO,AR-86,4381.417733
2005,ARGENTINA,AR,PILAGAS,AR-34042,FORMOSA,AR-34,789.8014326
2005,ARGENTINA,AR,PILCOMAYO,AR-34049,FORMOSA,AR-34,578.090549
2005,ARGENTINA,AR,PIRANE,AR-34056,FORMOSA,AR-34,1404.912903
2005,ARGENTINA,AR,POCHO,AR-14077,CORDOBA,AR-14,95.17323114
2005,ARGENTINA,AR,PRESIDENCIA DE LA PLAZA,AR-22119,CHACO,AR-22,812.8082164
2005,ARGENTINA,AR,PUNILLA,AR-14091,CORDOBA,AR-14,114.991246
